Experience (years),Years at Current Company,Location,Remote Ratio,Education Level,Company Size,Company Tier,Salary,Salary (USD)
9.6,8.5,Austin,100,PhD,Large,Tier 1,103335,93001
13.7,2.2,London,50,PhD,Small,Tier 3,76296,61036
6.5,9.1,London,50,PhD,Small,Tier 2,62690,50152
4.5,4.4,New York,0,Bachelor,Medium,Tier 3,36394,36394
4.5,4.8,Chicago,100,PhD,Large,Tier 1,83311,70814
0.6,8.3,Austin,50,PhD,Medium,Tier 1,61107,54996
11,9,London,100,Bachelor,Medium,Tier 1,75648,60518
8,2.2,Seattle,50,PhD,Small,Tier 1,78232,74320
7.9,3.5,New York,50,Bachelor,Large,Tier 1,67774,67774
5.2,4.1,Chicago,100,Master,Large,Tier 3,51351,43648
9.5,8.4,London,50,Master,Large,Tier 3,66695,53356
1.6,7.3,Chicago,0,PhD,Large,Tier 3,47119,40051
10.1,7.7,Bangalore,50,PhD,Small,Tier 1,88989,17797
17,4.9,San Francisco,50,Master,Medium,Tier 3,79121,87033
19,7.4,Remote,0,PhD,Small,Tier 3,85900,77310
10.4,8.4,London,0,Master,Large,Tier 3,66532,53225
6.7,0.1,Remote,0,Master,Large,Tier 3,51082,45973
10.8,1.6,Bangalore,50,Master,Medium,Tier 1,88162,17632
11.1,0.9,San Francisco,50,PhD,Small,Tier 2,82079,90286
18.2,3.3,Austin,50,Bachelor,Medium,Tier 1,94883,85394
12.4,4.5,San Francisco,0,Master,Large,Tier 3,77256,84981
1.2,6.2,Bangalore,100,Bachelor,Small,Tier 2,33155,6631
6.2,6.9,Seattle,50,PhD,Large,Tier 2,77332,73465
1.1,9.6,London,100,Bachelor,Medium,Tier 2,34604,27683
2.6,8.7,London,100,Master,Small,Tier 1,52324,41859
19.9,3.3,Chicago,0,Master,Small,Tier 1,109468,93047
4.1,0.1,Chicago,0,Bachelor,Small,Tier 2,36043,30636
9.6,3.6,Austin,50,Bachelor,Medium,Tier 3,46572,41914
10.3,2,Austin,100,Bachelor,Medium,Tier 2,59556,53600
2.8,6.3,Chicago,0,Bachelor,Small,Tier 1,44473,37802
4.3,5.3,Remote,0,Bachelor,Medium,Tier 2,46996,42296
4.3,4.3,San Francisco,50,PhD,Medium,Tier 1,78903,86793
16.7,5.5,Austin,100,Master,Small,Tier 3,66704,60033
11.5,5,Chicago,100,Master,Large,Tier 2,87087,74023
19.7,9.6,Remote,0,PhD,Large,Tier 1,156370,140733
2.4,3.9,New York,0,PhD,Medium,Tier 2,51373,51373
16.2,7.7,Austin,100,PhD,Large,Tier 3,101379,91241
18.3,5.3,Remote,0,PhD,Medium,Tier 3,98341,88506
1.8,0.2,New York,50,Master,Large,Tier 2,50348,50348
17.9,9.7,Bangalore,100,Master,Medium,Tier 3,76834,15366
13.4,9.9,New York,0,PhD,Medium,Tier 2,99201,99201
16.9,9,Austin,50,Master,Medium,Tier 2,95582,86023
18.9,1.8,Seattle,50,Bachelor,Small,Tier 2,80499,76474
18.7,5.7,Chicago,50,PhD,Large,Tier 3,111259,94570
16.6,4.1,Remote,100,Bachelor,Small,Tier 3,53522,48169
1.4,0.8,Chicago,0,Master,Medium,Tier 1,56882,48349
4.4,1.1,Bangalore,0,PhD,Large,Tier 3,52327,10465
15.9,7.5,Remote,100,PhD,Small,Tier 2,96772,87094
7.6,9,Seattle,50,Bachelor,Medium,Tier 2,49005,46554
6.6,7.7,Remote,0,PhD,Medium,Tier 2,73082,65773
14.6,3.2,Austin,100,Master,Large,Tier 2,96685,87016
10,7,Remote,100,Master,Large,Tier 3,67459,60713
15.5,4.7,Chicago,50,Master,Large,Tier 3,79231,67346
1.4,4.6,Austin,50,Bachelor,Large,Tier 2,38432,34588
1.5,1.9,New York,0,Master,Large,Tier 3,44353,44353
5.9,0.7,Bangalore,50,Master,Small,Tier 2,51038,10207
16.5,2.4,Remote,100,Bachelor,Medium,Tier 2,79657,71691
5.4,5,Chicago,100,Master,Large,Tier 3,50807,43185
5.7,4.6,Austin,100,PhD,Large,Tier 1,93069,83762
7.1,4.2,Chicago,50,Master,Large,Tier 2,71244,60557
5.1,7,Remote,50,Master,Large,Tier 3,47599,42839
18,1,San Francisco,0,Master,Small,Tier 3,72224,79446
12.8,9.3,Remote,100,Master,Medium,Tier 3,64637,58173
2,4.1,Austin,100,Master,Large,Tier 2,50632,45568
8.4,4.4,Austin,100,PhD,Small,Tier 3,56309,50678
15.4,7.7,Austin,50,PhD,Medium,Tier 1,126356,113720
3.6,4.7,Bangalore,0,Master,Medium,Tier 3,43916,8783
13.3,1.6,San Francisco,100,Bachelor,Small,Tier 2,65264,71790
9.2,2.5,Seattle,0,Master,Medium,Tier 2,67730,64343
13,3.1,Bangalore,100,PhD,Large,Tier 2,107142,21428
16.7,4.8,New York,0,Master,Large,Tier 1,124040,124040
12.8,6.6,Seattle,0,PhD,Large,Tier 3,84583,80353
17.7,6.3,London,0,PhD,Medium,Tier 2,111430,89144
4.6,3.8,Austin,0,Bachelor,Large,Tier 1,64097,57687
16.8,4.5,London,0,Master,Large,Tier 1,123355,98684
11.7,4.9,London,0,PhD,Large,Tier 2,103427,82741
12.2,4,Austin,0,Bachelor,Large,Tier 3,56881,51192
18.6,8.3,San Francisco,100,PhD,Small,Tier 1,124923,137415
8.8,8.2,Austin,50,Bachelor,Large,Tier 1,75856,68270
10.8,8.7,London,100,Master,Medium,Tier 1,91948,73558
3.8,7.5,Austin,50,PhD,Small,Tier 2,57250,51525
0.6,1.3,San Francisco,50,PhD,Medium,Tier 1,55135,60648
8.1,0.6,Austin,100,Master,Medium,Tier 3,50734,45660
9.1,4.8,Chicago,50,PhD,Small,Tier 1,87980,74783
17,4.1,Chicago,100,Bachelor,Small,Tier 1,89303,75907
18.8,7.6,Chicago,0,Bachelor,Medium,Tier 1,103016,87563
7.9,7.1,London,100,Master,Small,Tier 2,54546,43636
15,4.8,Seattle,100,Bachelor,Medium,Tier 2,74319,70603
0.3,5.5,New York,50,Master,Large,Tier 3,33783,33783
14.8,6.2,Seattle,100,Bachelor,Large,Tier 2,77070,73216
11.4,1.7,San Francisco,100,Bachelor,Small,Tier 3,51695,56864
16,8.4,Remote,50,PhD,Small,Tier 3,81684,73515
7.7,2.8,Seattle,0,PhD,Small,Tier 1,81223,77161
6.9,6,Bangalore,100,Bachelor,Large,Tier 3,42119,8423
4.3,3.2,Seattle,0,Bachelor,Small,Tier 1,45162,42903
11.2,0,Austin,50,Bachelor,Small,Tier 2,60641,54576
2.2,4.5,New York,50,Master,Small,Tier 3,35783,35783
19.4,0.8,Remote,50,PhD,Large,Tier 1,153267,137940
18.7,9.6,San Francisco,0,Bachelor,Medium,Tier 3,72638,79901
3.1,6.2,Seattle,100,Master,Medium,Tier 3,35961,34162
2.1,2.6,San Francisco,100,Bachelor,Small,Tier 3,33346,36680
16.5,5.4,London,100,Bachelor,Medium,Tier 2,81511,65208
4.1,0.7,Chicago,100,Bachelor,Medium,Tier 1,47815,40642
14.9,6.2,Bangalore,50,PhD,Large,Tier 1,134050,26810
0.1,7.8,San Francisco,0,Master,Small,Tier 3,27203,29923
15.8,6.7,Chicago,0,Bachelor,Medium,Tier 3,61641,52394
6.6,1.2,Austin,50,Master,Small,Tier 3,45645,41080
6.6,4.5,Austin,50,Master,Medium,Tier 2,64518,58066
2.8,7.6,Remote,0,Master,Medium,Tier 2,48454,43608
19.4,2.8,Remote,0,Master,Medium,Tier 2,107204,96483
10.2,2.9,Chicago,100,Master,Small,Tier 1,79242,67355
4.1,4.7,Remote,100,Bachelor,Medium,Tier 1,53142,47827
17.7,4.3,New York,50,Bachelor,Large,Tier 3,73477,73477
6.3,3.6,Bangalore,100,Bachelor,Large,Tier 1,66330,13266
7.6,2.1,Remote,0,PhD,Large,Tier 2,86152,77536
3.3,9.2,Remote,50,PhD,Medium,Tier 3,48980,44082
7.6,7.4,Chicago,0,Master,Small,Tier 3,43917,37329
7.6,9.8,Remote,50,Master,Medium,Tier 2,60630,54567
4.1,1.7,Bangalore,100,PhD,Medium,Tier 2,66284,13256
10,1.4,Seattle,100,PhD,Small,Tier 1,87198,82838
16.2,7,London,100,PhD,Large,Tier 3,101802,81441
7.2,2.6,San Francisco,0,PhD,Medium,Tier 3,55708,61278
3.4,2.9,London,50,Master,Medium,Tier 3,41045,32836
11.5,9.9,Austin,100,Bachelor,Small,Tier 3,48610,43749
12.3,8.8,Seattle,50,Master,Small,Tier 3,56024,53222
4.8,6,London,100,PhD,Small,Tier 1,73172,58537
15.3,6.2,Seattle,100,Master,Large,Tier 2,94354,89636
2.4,9.8,Seattle,50,Bachelor,Small,Tier 3,25452,24179
14.4,6.7,London,100,Bachelor,Small,Tier 1,81327,65061
2.6,9.9,Austin,0,Bachelor,Medium,Tier 3,31037,27933
17.9,0.4,San Francisco,50,Master,Small,Tier 1,106097,116706
14.5,9.6,Austin,50,Bachelor,Small,Tier 2,65707,59136
20,6.5,San Francisco,0,Master,Small,Tier 1,113574,124931
7.3,3.8,Austin,50,Master,Small,Tier 1,69707,62736
18.8,1,Chicago,0,PhD,Large,Tier 3,108276,92034
17.3,6.5,New York,0,Bachelor,Small,Tier 1,89646,89646
13.7,7.5,San Francisco,0,PhD,Small,Tier 3,76889,84577
6.2,7.3,Chicago,100,Master,Large,Tier 1,76092,64678
4.9,1.1,Austin,100,PhD,Medium,Tier 3,53924,48531
16.6,9.9,San Francisco,100,PhD,Large,Tier 3,101870,112057
7.6,7.6,San Francisco,100,PhD,Medium,Tier 3,57478,63225
13.5,4.1,New York,50,Bachelor,Medium,Tier 1,81146,81146
17.7,3.2,Remote,50,PhD,Small,Tier 3,82238,74014
19,5.4,Remote,100,Bachelor,Small,Tier 1,94155,84739
2.8,4.4,San Francisco,100,PhD,Small,Tier 1,63000,69300
20,9.9,New York,50,PhD,Small,Tier 1,126124,126124
1.3,8.5,Austin,100,Bachelor,Large,Tier 2,39244,35319
5.9,0.2,Austin,100,PhD,Large,Tier 2,79382,71443
7.8,8.2,London,100,Master,Medium,Tier 2,60703,48562
1.8,5.9,Austin,0,Master,Small,Tier 1,45155,40639
11,1.8,Bangalore,50,Bachelor,Small,Tier 3,48077,9615
4,2.2,San Francisco,100,Master,Large,Tier 1,69210,76131
14.4,5.6,London,100,PhD,Large,Tier 2,108390,86712
5.4,7.1,Chicago,0,PhD,Medium,Tier 2,62756,53342
8.8,9.1,Seattle,0,PhD,Medium,Tier 2,79345,75377
2,8.3,New York,0,Bachelor,Medium,Tier 3,29225,29225
4.6,1.4,Bangalore,100,Master,Large,Tier 3,52000,10400
13.7,5,Bangalore,100,PhD,Large,Tier 3,86253,17250
12.1,1.2,Seattle,50,Master,Small,Tier 1,80205,76194
8.7,9,Chicago,0,PhD,Small,Tier 3,60271,51230
18.5,1.2,Chicago,0,Master,Medium,Tier 3,86471,73500
6.5,9,Chicago,50,Bachelor,Large,Tier 2,52866,44936
2.4,6.9,San Francisco,50,Master,Small,Tier 2,45765,50341
14.1,6,Bangalore,100,PhD,Medium,Tier 1,120617,24123
12.8,4.1,Seattle,0,Bachelor,Small,Tier 1,74910,71164
10.8,9.9,Seattle,50,PhD,Small,Tier 2,74517,70791
8.5,4.2,Austin,50,PhD,Medium,Tier 1,89516,80564
3.1,4.8,Austin,100,PhD,Small,Tier 2,56855,51169
0.5,7.1,San Francisco,100,PhD,Small,Tier 2,40299,44328
12.1,9.1,Chicago,50,Master,Large,Tier 2,88418,75155
19.3,9.5,Austin,100,Master,Small,Tier 1,113716,102344
13.4,5.4,Seattle,100,Master,Small,Tier 3,64242,61029
1.2,6,San Francisco,100,PhD,Small,Tier 3,36199,39818
4.2,3.4,San Francisco,50,PhD,Medium,Tier 3,46498,51147
7.3,5.2,Seattle,100,Master,Large,Tier 3,62075,58971
13.2,8.9,Bangalore,100,PhD,Small,Tier 1,102463,20492
8.1,4.8,Austin,0,Master,Small,Tier 1,70514,63462
7.9,8.5,Seattle,50,PhD,Large,Tier 2,85262,80998
19.6,0.5,Austin,0,Master,Large,Tier 3,92466,83219
17.8,8.2,Chicago,50,Master,Medium,Tier 1,113754,96690
4.2,6.3,Remote,50,PhD,Large,Tier 3,53167,47850
11.6,8.6,London,100,PhD,Medium,Tier 1,105746,84596
18.5,0.8,London,100,PhD,Small,Tier 1,121506,97204
5.2,2.1,New York,0,Bachelor,Medium,Tier 3,41299,41299
18.4,2.5,Seattle,0,Master,Small,Tier 3,78711,74775
19.7,0.9,Bangalore,0,PhD,Small,Tier 3,90496,18099
4,8.9,Chicago,100,Bachelor,Medium,Tier 3,40217,34184
18.8,9.8,Bangalore,50,Master,Small,Tier 2,94640,18928
10.6,1.9,Seattle,100,Master,Large,Tier 2,77825,73933
3.9,6.6,New York,100,PhD,Small,Tier 2,56497,56497
5.2,6.2,San Francisco,50,Master,Small,Tier 3,46661,51327
3.4,9.4,San Francisco,50,Master,Large,Tier 2,54580,60038
11,1.5,London,0,Master,Large,Tier 3,68788,55030
0,8.3,London,50,PhD,Large,Tier 2,55249,44199
14.5,1.6,New York,0,Bachelor,Medium,Tier 3,59463,59463
17.7,1.1,Bangalore,0,PhD,Medium,Tier 3,88840,17768
12.9,0.4,New York,50,PhD,Medium,Tier 2,97820,97820
18.8,3.7,Austin,100,Bachelor,Medium,Tier 1,102937,92643
9.5,3.3,Seattle,50,Bachelor,Medium,Tier 3,45903,43607
5.5,7.3,Seattle,100,PhD,Small,Tier 2,58985,56035
10.2,2.7,London,50,PhD,Medium,Tier 1,103342,82673
16.4,2.8,Remote,50,Bachelor,Large,Tier 3,75072,67564
11,5.9,Chicago,50,Bachelor,Medium,Tier 1,76812,65290
12.3,3.9,New York,0,PhD,Medium,Tier 2,97589,97589
18.2,5.8,Austin,50,Bachelor,Small,Tier 2,73269,65942
18.1,8.9,London,50,Master,Medium,Tier 3,85985,68788
9,5,London,100,PhD,Large,Tier 1,104897,83917
16.9,8.1,Remote,100,PhD,Medium,Tier 2,109346,98411
12.3,5.7,Remote,50,Master,Medium,Tier 1,97645,87880
14.1,8.6,Remote,100,PhD,Large,Tier 3,87823,79040
11.7,4.3,Austin,50,PhD,Medium,Tier 2,89083,80174
17.9,7.9,Remote,0,PhD,Large,Tier 2,122058,109852
16.8,6.6,Seattle,100,Bachelor,Medium,Tier 2,82291,78176
4.6,1.2,New York,100,PhD,Small,Tier 2,56303,56303
4,3.2,Bangalore,100,Master,Small,Tier 1,52670,10534
15.6,3.5,Bangalore,50,Master,Large,Tier 3,84353,16870
1,2.4,New York,0,Master,Medium,Tier 2,43756,43756
6.2,6.9,Seattle,100,PhD,Medium,Tier 1,87054,82701
9.7,5.5,Austin,0,PhD,Large,Tier 3,74353,66917
5,0.4,London,100,Master,Medium,Tier 1,67126,53700
18.7,4.2,Remote,50,Master,Small,Tier 2,93721,84348
9.1,3.7,London,100,Bachelor,Medium,Tier 1,65983,52786
8.3,0.2,Remote,100,PhD,Small,Tier 1,84738,76264
0.8,3.9,San Francisco,0,PhD,Small,Tier 3,35435,38978
9.5,6.7,Chicago,0,Bachelor,Large,Tier 1,81395,69185
10.8,3.8,San Francisco,0,Master,Medium,Tier 1,88635,97498
4.1,0.4,Chicago,100,Master,Medium,Tier 3,47058,39999
9.1,8.1,Austin,50,PhD,Large,Tier 2,87738,78964
9.3,5.7,Seattle,50,PhD,Small,Tier 1,89357,84889
10.1,4.6,Austin,50,Bachelor,Large,Tier 3,56271,50643
12.6,2.2,London,50,PhD,Medium,Tier 2,95352,76281
16.2,5.1,Remote,0,Master,Small,Tier 2,88713,79841
12.1,4.9,Remote,100,Master,Large,Tier 3,74218,66796
19.5,2.1,Austin,50,Master,Medium,Tier 3,81671,73503
3,6.3,Bangalore,0,Master,Small,Tier 2,41741,8348
18.3,2.2,Remote,100,PhD,Small,Tier 1,128591,115731
4.9,1.9,London,100,Bachelor,Large,Tier 3,38304,30643
19.7,0.2,Seattle,50,Bachelor,Small,Tier 2,74213,70502
16.7,4.1,Austin,0,Master,Small,Tier 3,67220,60498
13.9,4.3,Chicago,0,PhD,Medium,Tier 2,98053,83345
13.8,2.7,Chicago,0,Master,Medium,Tier 1,103734,88173
1.9,6.6,Remote,0,Master,Medium,Tier 1,57277,51549
10.3,9.9,Chicago,0,Bachelor,Small,Tier 3,46491,39517
18.8,1.6,Seattle,0,PhD,Large,Tier 1,153939,146242
13.4,1.7,Austin,0,PhD,Large,Tier 2,105492,94942
1.7,1.2,London,50,PhD,Large,Tier 2,58331,46664
5.5,6.2,London,0,Master,Small,Tier 3,40225,32180
3.7,2.7,Austin,100,Master,Small,Tier 2,48372,43534
13.4,2.5,London,0,Master,Medium,Tier 1,102928,82342
12.8,5.4,Austin,100,Master,Small,Tier 1,83383,75044
13.6,0.9,Remote,50,Bachelor,Medium,Tier 2,65749,59174
13.1,6.3,New York,50,Bachelor,Large,Tier 3,59687,59687
13.9,6.3,London,100,Bachelor,Large,Tier 3,63251,50600
0,2,New York,100,Master,Small,Tier 2,32879,32879
8.8,8.2,New York,0,Master,Large,Tier 1,88778,88778
5.6,6.4,Seattle,100,Master,Large,Tier 2,63527,60350
3.9,2.9,Seattle,50,Master,Small,Tier 1,51875,49281
14.9,8.4,New York,50,Bachelor,Large,Tier 2,76811,76811
5.5,6.4,San Francisco,0,Bachelor,Medium,Tier 1,57044,62748
14.8,9.8,London,50,PhD,Large,Tier 1,131359,105087
19,8.4,Remote,100,Bachelor,Small,Tier 1,87592,78832
3.5,5.7,San Francisco,100,Bachelor,Large,Tier 1,57430,63173
18.3,8.2,Austin,100,PhD,Medium,Tier 2,117121,105408
4.6,5.4,London,0,Bachelor,Small,Tier 2,40958,32766
11.1,9.2,London,50,Bachelor,Large,Tier 3,52395,41916
8.6,1.5,Seattle,50,Master,Large,Tier 3,61524,58447
19.5,4.9,New York,50,Master,Small,Tier 1,111216,111216
11.1,3.4,Austin,0,Bachelor,Large,Tier 2,68659,61793
2.3,9.1,San Francisco,100,Bachelor,Medium,Tier 2,38862,42748
19,3.3,Bangalore,100,Bachelor,Small,Tier 2,79200,15840
1.6,2.2,Austin,100,Bachelor,Small,Tier 3,27969,25172
0.9,3.2,Remote,50,PhD,Small,Tier 2,41359,37223
16,1.5,London,50,Bachelor,Medium,Tier 2,76781,61424
6.6,5.7,Remote,50,PhD,Small,Tier 3,50464,45417
4.6,1.3,Austin,50,Master,Large,Tier 2,59224,53301
5,7.3,Remote,0,PhD,Large,Tier 1,80630,72567
5.7,9.9,San Francisco,0,Bachelor,Medium,Tier 1,61536,67689
4.9,0.4,Seattle,0,PhD,Large,Tier 1,85238,80976
18.7,1.3,San Francisco,100,Bachelor,Large,Tier 1,111741,122915
18.4,4.6,Austin,100,Bachelor,Medium,Tier 1,99305,89374
6.9,0.9,Bangalore,100,Master,Large,Tier 2,66595,13319
19.1,2.7,New York,100,Bachelor,Medium,Tier 1,96446,96446
15.9,4.6,Austin,50,PhD,Small,Tier 2,95918,86326
10.5,8.2,Bangalore,100,PhD,Medium,Tier 2,90986,18197
14.6,4.8,New York,0,Bachelor,Large,Tier 3,66987,66987
17,8.9,Bangalore,100,PhD,Medium,Tier 3,92276,18455
7.4,7.8,Austin,0,Bachelor,Medium,Tier 1,61130,55017
0.6,3.3,New York,0,Bachelor,Small,Tier 1,40724,40724
12.7,3.1,Seattle,100,Bachelor,Large,Tier 2,72568,68939
16,6.3,Bangalore,0,PhD,Large,Tier 1,140651,28130
1.2,0.3,San Francisco,50,Bachelor,Large,Tier 3,27981,30779
14.4,2.8,Seattle,100,Master,Small,Tier 3,63125,59968
19,2.4,New York,100,Bachelor,Medium,Tier 3,66353,66353
17.7,3,Chicago,100,Bachelor,Small,Tier 1,85592,72753
18,8.3,Remote,50,PhD,Medium,Tier 1,140258,126232
11.1,4.1,Austin,50,Bachelor,Large,Tier 3,57656,51890
6.4,3.6,New York,50,Bachelor,Medium,Tier 3,45376,45376
4.8,5.1,Austin,50,PhD,Small,Tier 3,47615,42853
4.9,2.6,Chicago,100,Bachelor,Small,Tier 2,45083,38320
18,3.3,Bangalore,50,Bachelor,Medium,Tier 1,95019,19003
10,1.5,Seattle,50,Master,Medium,Tier 3,62417,59296
4.6,2.1,Seattle,50,PhD,Small,Tier 3,43346,41178
17.7,1.5,London,50,Master,Large,Tier 3,88859,71087
12.5,7.5,Seattle,0,PhD,Small,Tier 2,83047,78894
17.3,5,Remote,100,Bachelor,Small,Tier 3,59193,53273
18.8,2.4,London,50,Bachelor,Large,Tier 1,109337,87469
9,8.6,Bangalore,50,PhD,Small,Tier 3,55563,11112
14.8,7,Bangalore,0,Bachelor,Small,Tier 3,57797,11559
6.4,0.9,Remote,50,PhD,Large,Tier 3,63217,56895
4.7,9.3,Seattle,0,Master,Large,Tier 2,65180,61921
16.7,3.3,Austin,0,Bachelor,Medium,Tier 1,95580,86022
4.9,2.5,London,0,Master,Large,Tier 3,48838,39070
1,2.5,New York,100,Bachelor,Large,Tier 1,46416,46416
1.6,2.7,New York,0,Master,Small,Tier 2,38731,38731
15.3,2.5,San Francisco,50,Master,Small,Tier 2,81052,89157
5.9,1.8,Seattle,0,Master,Large,Tier 3,55222,52460
6.8,5.1,San Francisco,0,Bachelor,Medium,Tier 3,47202,51922
3.4,1.6,London,100,Master,Large,Tier 3,48482,38785
12.2,8.1,Chicago,100,Bachelor,Large,Tier 1,90270,76729
1.6,1.9,Remote,50,PhD,Large,Tier 1,72427,65184
4.1,8,Austin,0,PhD,Medium,Tier 1,75342,67807
18,5.1,New York,50,Bachelor,Medium,Tier 2,80940,80940
7.3,7.3,Chicago,0,PhD,Small,Tier 1,83393,70884
1.4,3.3,New York,100,Bachelor,Medium,Tier 2,33126,33126
2.4,9.7,Seattle,100,Bachelor,Small,Tier 1,42242,40129
14.2,6.6,Chicago,50,PhD,Small,Tier 1,102343,86991
16.3,7.7,Austin,50,Master,Medium,Tier 2,96129,86516
7.8,9.6,Remote,50,Master,Small,Tier 3,50324,45291
16.6,9.9,Remote,50,Bachelor,Medium,Tier 2,76838,69154
17,1.5,Chicago,0,PhD,Large,Tier 1,145426,123612
14.6,0.5,New York,50,Bachelor,Large,Tier 1,100040,100040
8.7,1.2,Seattle,100,PhD,Medium,Tier 2,79871,75877
8.8,3.2,Remote,100,PhD,Small,Tier 3,62420,56178
6.9,1.9,Bangalore,100,Bachelor,Large,Tier 1,71675,14335
17.9,0.5,London,50,PhD,Small,Tier 1,120185,96148
6.1,0.3,Bangalore,100,PhD,Large,Tier 3,63324,12664
18.2,0.9,New York,100,PhD,Small,Tier 3,85346,85346
8.7,9.5,Remote,0,PhD,Medium,Tier 1,98907,89016
19.9,6.4,San Francisco,50,PhD,Large,Tier 1,163474,179821
1.1,6.3,Austin,100,Bachelor,Small,Tier 3,25813,23231
13.5,2,San Francisco,100,Bachelor,Medium,Tier 2,66263,72889
7.1,4.9,Chicago,0,PhD,Large,Tier 3,65857,55978
4.3,4.4,Bangalore,100,Bachelor,Medium,Tier 1,50641,10128
5,2.2,San Francisco,50,PhD,Large,Tier 1,84652,93117
11.8,9.4,Chicago,100,Bachelor,Small,Tier 1,66183,56255
5.4,5.4,Bangalore,100,Master,Small,Tier 2,46890,9378
0.1,0.8,Bangalore,100,Master,Medium,Tier 2,38082,7616
15.9,5.4,Austin,0,PhD,Medium,Tier 2,103284,92955
17.4,1.6,Chicago,100,Bachelor,Small,Tier 1,88577,75290
4.6,0.4,Chicago,0,Master,Small,Tier 1,63067,53606
7.4,5.3,London,50,PhD,Large,Tier 3,71009,56807
10.2,4,London,100,Bachelor,Medium,Tier 2,56818,45454
7.8,4.6,Chicago,100,PhD,Medium,Tier 1,90034,76528
14.5,0.1,Bangalore,100,Bachelor,Medium,Tier 1,82706,16541
1.9,6.8,Austin,0,Master,Large,Tier 1,61487,55338
5.1,9.2,New York,0,Bachelor,Large,Tier 3,44940,44940
16.4,8.3,New York,50,Master,Medium,Tier 1,111582,111582
8.1,8.6,New York,100,Master,Small,Tier 3,50712,50712
0.1,7.9,San Francisco,100,Master,Medium,Tier 1,43384,47722
10.9,4.4,London,50,Master,Small,Tier 2,64320,51456
9.3,1.2,Seattle,0,Bachelor,Small,Tier 2,50342,47824
9,2.3,Chicago,50,Bachelor,Large,Tier 2,67078,57016
5.7,0.4,London,50,Master,Medium,Tier 2,54124,43299
4.8,3,Seattle,100,Master,Small,Tier 2,51559,48981
16.7,7.1,Chicago,50,Master,Small,Tier 2,89916,76428
19.4,7.1,Chicago,100,Bachelor,Large,Tier 1,111348,94645
6.4,1.1,Austin,100,PhD,Medium,Tier 3,61937,55743
4.7,5.9,New York,100,Bachelor,Medium,Tier 1,58120,58120
15.9,3.8,London,50,PhD,Medium,Tier 2,106671,85336
9.6,3.3,Bangalore,100,PhD,Medium,Tier 2,82451,16490
5.8,7.4,Austin,50,Bachelor,Small,Tier 1,56053,50447
5,4.6,San Francisco,100,Bachelor,Medium,Tier 2,44021,48423
17.7,1,Chicago,0,PhD,Small,Tier 3,86187,73258
15.1,1.2,New York,50,PhD,Medium,Tier 1,126304,126304
4.5,9,Bangalore,0,Bachelor,Small,Tier 3,34004,6800
13.4,1.7,Seattle,0,PhD,Large,Tier 1,126375,120056
8.6,2.6,Remote,50,Master,Small,Tier 3,46674,42006
5.3,5.4,New York,50,Bachelor,Small,Tier 2,41952,41952
10.6,3.7,Chicago,100,Master,Medium,Tier 1,90421,76857
11.4,0.8,Remote,50,Master,Small,Tier 2,69962,62965
1.4,0.8,New York,100,Master,Large,Tier 2,52404,52404
0.5,9.4,Chicago,0,Master,Medium,Tier 2,41143,34971
4,4.2,Seattle,50,Master,Medium,Tier 2,54164,51455
5.8,1.3,London,100,PhD,Small,Tier 2,63794,51035
18,1.1,New York,0,Bachelor,Small,Tier 2,73693,73693
17.1,1.8,Remote,100,Bachelor,Large,Tier 3,73769,66392
8,7.2,Austin,0,PhD,Large,Tier 1,95669,86102
15.4,5.3,Bangalore,50,Bachelor,Medium,Tier 3,60594,12118
16.3,0.5,Bangalore,100,PhD,Large,Tier 3,96273,19254
10.5,7.1,Bangalore,0,Master,Small,Tier 3,53279,10655
6.1,8.9,New York,50,PhD,Medium,Tier 1,83737,83737
18.6,1.7,San Francisco,100,Master,Medium,Tier 2,104791,115270
6.2,2.3,Austin,100,Master,Medium,Tier 2,62728,56455
11.2,1.3,Chicago,100,Master,Small,Tier 2,70101,59585
6.3,2.2,Austin,100,PhD,Medium,Tier 1,81778,73600
15.3,7.5,Remote,100,Bachelor,Medium,Tier 3,60873,54785
5.9,9,New York,50,Bachelor,Medium,Tier 1,60775,60775
7,0.7,London,100,Bachelor,Small,Tier 3,43319,34655
1.5,7.4,Austin,100,Master,Small,Tier 3,34448,31003
12.7,0.7,Remote,0,Master,Small,Tier 2,74943,67448
7,6.8,Remote,50,Master,Large,Tier 2,70355,63319
11.2,9.4,Remote,100,PhD,Large,Tier 1,113928,102535
1.8,6.6,Chicago,0,Master,Small,Tier 3,35649,30301
14.7,5,New York,100,PhD,Small,Tier 3,80572,80572
3.7,9.8,San Francisco,50,PhD,Large,Tier 2,63417,69758
12.2,1.6,Chicago,50,Master,Large,Tier 3,75231,63946
17.3,0.4,Chicago,100,Master,Medium,Tier 1,109734,93273
15.9,0.4,Seattle,0,PhD,Medium,Tier 1,123809,117618
10.4,7.9,New York,0,PhD,Medium,Tier 1,105888,105888
13.7,2.6,New York,100,PhD,Small,Tier 3,69154,69154
2.8,5.5,San Francisco,50,Bachelor,Medium,Tier 2,44843,49327
11.6,1,Bangalore,50,Bachelor,Medium,Tier 2,64355,12871
7.1,4.4,New York,100,PhD,Medium,Tier 1,85402,85402
10.1,6.9,Seattle,100,Bachelor,Small,Tier 3,48899,46454
16.4,0.1,Austin,50,Master,Small,Tier 3,69566,62609
